nr,archived_at,player_id,player,position,team,market_value,season_points,matchday_points,avg_matchday_points,matchday_points_per_mio,season_seconds,matchday_seconds,prob,status,acquired,purchase_price,owner,final
1,2026-09-02T08:49:13+02:00,513,Götze,MF,Frankfurt,4046488,0,0,0.0,0.0,0,0,3,fit,,,,
2,2026-09-07T23:27:17+02:00,513,Götze,MF,Frankfurt,4046488,56,56,28.0,13.8,4200,4200,3,fit,,,,
1,2026-09-02T08:49:13+02:00,524,Baumann,TW,Hoffenheim,16668635,129,129,129.0,7.7,5878,5878,1,fit,,,,
2,2026-09-07T23:27:17+02:00,524,Baumann,TW,Hoffenheim,16668635,203,74,101.5,4.4,11756,5878,1,fit,,,,
1,2026-09-02T08:49:13+02:00,54,Can,ABW,Dortmund,1745964,0,0,0.0,0.0,0,0,5,verletzt,,,,
2,2026-09-07T23:27:17+02:00,54,Can,ABW,Dortmund,1745964,0,0,0.0,0.0,0,0,5,verletzt,,,,
1,2026-09-02T08:49:13+02:00,550,Bell,ABW,Mainz,888248,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,550,Bell,ABW,Mainz,888248,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,577,Batz,TW,M'gladbach,500000,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,577,Batz,TW,M'gladbach,500000,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,60,Kohr,ABW,Mainz,6286496,96,96,96.0,15.3,4824,4824,5,verletzt,,,,
2,2026-09-07T23:27:17+02:00,60,Kohr,ABW,Mainz,6286496,96,0,48.0,0.0,4824,0,5,verletzt,,,,
1,2026-09-02T08:49:13+02:00,6061,Maza,MF,Leverkusen,30396658,107,107,107.0,3.5,5771,5771,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6061,Maza,MF,Leverkusen,30396658,426,319,213.0,10.5,11543,5772,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6080,Pavlović,MF,Bayern,33544919,256,256,256.0,7.6,4820,4820,2,fit,,,,
2,2026-09-07T23:27:17+02:00,6080,Pavlović,MF,Bayern,33544919,426,170,213.0,5.1,9640,4820,2,fit,,,,
1,2026-09-02T08:49:13+02:00,6081,Uzun,MF,Frankfurt,28296380,65,65,65.0,2.3,4709,4709,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6081,Uzun,MF,Frankfurt,28296380,124,59,62.0,2.1,9419,4710,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6085,Seimen,TW,Stuttgart,5902773,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
2,2026-09-07T23:27:17+02:00,6085,Seimen,TW,Stuttgart,5902773,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
1,2026-09-02T08:49:13+02:00,6104,Guiu,ST,Leipzig,9928072,0,0,0.0,0.0,0,0,3,fit,,,,
2,2026-09-07T23:27:17+02:00,6104,Guiu,ST,Leipzig,9928072,-13,-13,-6.5,-1.3,1327,1327,3,fit,,,,
1,2026-09-02T08:49:13+02:00,6111,Hollerbach,ST,Mainz,2279913,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6111,Hollerbach,ST,Mainz,2279913,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6148,Pinckert,ABW,Elversberg,10211184,112,112,112.0,11.0,5869,5869,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6148,Pinckert,ABW,Elversberg,10211184,272,160,136.0,15.7,11739,5870,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6149,Lehmann,TW,Elversberg,500000,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6149,Lehmann,TW,Elversberg,500000,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6158,Schnellbacher,ST,Elversberg,4014351,15,15,15.0,3.7,1273,1273,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6158,Schnellbacher,ST,Elversberg,4014351,15,0,7.5,0.0,1273,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6160,Kristof,TW,Elversberg,12001237,83,83,83.0,6.9,5869,5869,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6160,Kristof,TW,Elversberg,12001237,188,105,94.0,8.7,11739,5870,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6168,Fellhauer,MF,Augsburg,9765535,58,58,58.0,5.9,4161,4161,2,fit,,,,
2,2026-09-07T23:27:17+02:00,6168,Fellhauer,MF,Augsburg,9765535,207,149,103.5,15.3,8323,4162,2,fit,,,,
1,2026-09-02T08:49:13+02:00,6172,Adamu,ST,Schalke,5754566,24,24,24.0,4.2,3727,3727,4,fit,,,,
2,2026-09-07T23:27:17+02:00,6172,Adamu,ST,Schalke,5754566,24,0,12.0,0.0,3727,0,4,fit,,,,
1,2026-09-02T08:49:13+02:00,6174,Arthur,ABW,Bremen,6107830,0,0,0.0,0.0,0,0,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6174,Arthur,ABW,Bremen,6107830,49,49,24.5,8.0,4193,4193,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6176,Seiwald,MF,Leipzig,18983076,109,109,109.0,5.7,5907,5907,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6176,Seiwald,MF,Leipzig,18983076,164,55,82.0,2.9,11814,5907,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6183,Futkeu,ST,Elversberg,6825624,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6183,Futkeu,ST,Elversberg,6825624,122,122,61.0,17.9,1252,1252,5,fit,,,,
1,2026-09-02T08:49:13+02:00,619,Stöger,MF,M'gladbach,8291989,-2,-2,-2.0,-0.2,3907,3907,3,fit,,,,
2,2026-09-07T23:27:17+02:00,619,Stöger,MF,M'gladbach,8291989,-2,0,-1.0,0.0,3907,0,3,fit,,,,
1,2026-09-02T08:49:13+02:00,6197,Curda,ABW,Paderborn,10743634,187,187,187.0,17.4,5727,5727,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6197,Curda,ABW,Paderborn,10743634,202,15,101.0,1.4,11454,5727,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6199,Machino,ST,M'gladbach,2882792,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6199,Machino,ST,M'gladbach,2882792,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,620,Schwolow,TW,Mainz,2810992,0,0,0.0,0.0,0,0,3,fit,,,,
2,2026-09-07T23:27:17+02:00,620,Schwolow,TW,Mainz,2810992,151,151,75.5,53.7,5624,5624,3,fit,,,,
1,2026-09-02T08:49:13+02:00,6201,Remberg,MF,Hamburg,9546520,47,47,47.0,4.9,5715,5715,1,fit,,,,
2,2026-09-07T23:27:17+02:00,6201,Remberg,MF,Hamburg,9546520,42,-5,21.0,-0.5,11430,5715,1,fit,,,,
1,2026-09-02T08:49:13+02:00,6209,Treu,ABW,Freiburg,10129810,31,31,31.0,3.1,3604,3604,2,fit,gekauft,10100030,,
1,2026-09-02T08:49:13+02:00,6217,Philippe,ST,Paderborn,3177908,-1,-1,-1.0,-0.3,1553,1553,2,fit,,,,
2,2026-09-07T23:27:17+02:00,6217,Philippe,ST,Paderborn,3177908,26,27,13.0,8.5,3106,1553,2,fit,,,,
1,2026-09-02T08:49:13+02:00,6292,Hansen,ABW,Paderborn,5632011,64,64,64.0,11.4,4965,4965,2,fit,,,,
2,2026-09-07T23:27:17+02:00,6292,Hansen,ABW,Paderborn,5632011,116,52,58.0,9.2,9931,4966,2,fit,,,,
1,2026-09-02T08:49:13+02:00,6300,Ouédraogo,MF,Leipzig,8979149,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6300,Ouédraogo,MF,Leipzig,8979149,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6319,Honorat,MF,M'gladbach,10220878,75,75,75.0,7.3,3103,3103,2,fit,,,,
2,2026-09-07T23:27:17+02:00,6319,Honorat,MF,M'gladbach,10220878,217,142,108.5,13.9,6207,3104,2,fit,,,,
1,2026-09-02T08:49:13+02:00,663,Andrich,ABW,Leverkusen,4081877,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,663,Andrich,ABW,Leverkusen,4081877,38,38,19.0,9.3,1366,1366,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6668,Minjae,ABW,Bayern,12517910,110,110,110.0,8.8,5073,5073,3,fit,,,,
2,2026-09-07T23:27:17+02:00,6668,Minjae,ABW,Bayern,12517910,110,0,55.0,0.0,5073,0,3,fit,,,,
1,2026-09-02T08:49:13+02:00,670,Karaman,ST,Schalke,8451816,0,0,0.0,0.0,0,0,3,fit,,,,
2,2026-09-07T23:27:17+02:00,670,Karaman,ST,Schalke,8451816,15,15,7.5,1.8,596,596,3,fit,,,,
1,2026-09-02T08:49:13+02:00,6745,Boniface,ST,Leverkusen,4590029,43,43,43.0,9.4,667,667,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6745,Boniface,ST,Leverkusen,4590029,43,0,21.5,0.0,667,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,6751,Pruhs,TW,Paderborn,2127327,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,6751,Pruhs,TW,Paderborn,2127327,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7156,Wöber,ABW,Schalke,2001904,-77,-77,-77.0,-38.5,1549,1549,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7156,Wöber,ABW,Schalke,2001904,-39,38,-19.5,19.0,3099,1550,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7158,Undav,ST,Stuttgart,39400312,-11,-11,-11.0,-0.3,4367,4367,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7158,Undav,ST,Stuttgart,39400312,53,64,26.5,1.6,8735,4368,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7167,Lynen,MF,Bremen,6897474,0,0,0.0,0.0,2812,2812,4,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7167,Lynen,MF,Bremen,6897474,0,0,0.0,0.0,2812,0,4,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,72,Flekken,TW,Leverkusen,13879890,47,47,47.0,3.4,5771,5771,1,fit,,,,
2,2026-09-07T23:27:17+02:00,72,Flekken,TW,Leverkusen,13879890,165,118,82.5,8.5,11543,5772,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7215,Makengo,ABW,Freiburg,9059497,90,90,90.0,9.9,5714,5714,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7215,Makengo,ABW,Freiburg,9059497,210,120,105.0,13.2,11429,5715,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7216,Rosenfelder,ABW,Freiburg,5334116,37,37,37.0,6.9,1491,1491,4,fit,,,,
2,2026-09-07T23:27:17+02:00,7216,Rosenfelder,ABW,Freiburg,5334116,37,0,18.5,0.0,1491,0,4,fit,,,,
1,2026-09-02T08:49:13+02:00,7219,Jóhannesson,MF,Köln,11521662,168,168,168.0,14.6,5753,5753,1,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7219,Jóhannesson,MF,Köln,11521662,187,19,93.5,1.6,11507,5754,1,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,7224,Castello Jr.,ABW,Leipzig,20897121,199,199,199.0,9.5,5846,5846,3,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7224,Castello Jr.,ABW,Leipzig,20897121,199,0,99.5,0.0,5846,0,3,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,7226,Kane,ST,Bayern,68545134,124,124,124.0,1.8,3989,3989,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7226,Kane,ST,Bayern,68545134,194,70,97.0,1.0,7979,3990,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7239,Finkgräfe,ABW,Leipzig,3447785,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7239,Finkgräfe,ABW,Leipzig,3447785,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7242,Gosens,ABW,Schalke,7723625,-9,-9,-9.0,-1.2,2959,2959,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7242,Gosens,ABW,Schalke,7723625,73,82,36.5,10.6,5918,2959,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7257,Stergiou,ABW,Stuttgart,1895547,-8,-8,-8.0,-4.2,1286,1286,4,fit,,,,
2,2026-09-07T23:27:17+02:00,7257,Stergiou,ABW,Stuttgart,1895547,-8,0,-4.0,0.0,1286,0,4,fit,,,,
1,2026-09-02T08:49:13+02:00,7269,Tella,MF,Leverkusen,4632073,0,0,0.0,0.0,0,0,5,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7269,Tella,MF,Leverkusen,4632073,0,0,0.0,0.0,0,0,5,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,7275,Santos,TW,Frankfurt,4312891,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7275,Santos,TW,Frankfurt,4312891,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7277,Chaïbi,MF,Frankfurt,9554393,79,79,79.0,8.3,3811,3811,3,fit,,,,
2,2026-09-07T23:27:17+02:00,7277,Chaïbi,MF,Frankfurt,9554393,107,28,53.5,2.9,7623,3812,3,fit,,,,
1,2026-09-02T08:49:13+02:00,7278,Poreba,MF,Elversberg,8472489,75,75,75.0,8.9,5869,5869,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7278,Poreba,MF,Elversberg,8472489,182,107,91.0,12.6,11739,5870,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7282,Deman,ABW,Bremen,9190308,23,23,23.0,2.5,5837,5837,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7282,Deman,ABW,Bremen,9190308,185,162,92.5,17.6,11674,5837,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7283,Brackelmann,ABW,Augsburg,7366924,146,146,146.0,19.8,5266,5266,3,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7283,Brackelmann,ABW,Augsburg,7366924,225,79,112.5,10.7,10533,5267,3,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,7320,Scheller,ABW,Paderborn,8646038,133,133,133.0,15.4,5727,5727,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7320,Scheller,ABW,Paderborn,8646038,209,76,104.5,8.8,11454,5727,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7325,Baum,ABW,Frankfurt,13688541,181,181,181.0,13.2,5183,5183,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7325,Baum,ABW,Frankfurt,13688541,231,50,115.5,3.7,10366,5183,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7336,Suso,MF,Augsburg,830200,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7336,Suso,MF,Augsburg,830200,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7349,Jeltsch,ABW,Stuttgart,16394677,16,16,16.0,1.0,5734,5734,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7349,Jeltsch,ABW,Stuttgart,16394677,200,184,100.0,11.2,11468,5734,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7350,Stange,ST,Hamburg,4036718,-6,-6,-6.0,-1.5,1676,1676,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7350,Stange,ST,Hamburg,4036718,-22,-16,-11.0,-4.0,3353,1677,5,fit,,,,
1,2026-09-02T08:49:13+02:00,737,Waldschmidt,MF,Köln,2878175,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,737,Waldschmidt,MF,Köln,2878175,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7394,Amoako,MF,Hamburg,1204380,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7394,Amoako,MF,Hamburg,1204380,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7417,Aséko,MF,Frankfurt,4302690,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7417,Aséko,MF,Frankfurt,4302690,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7441,Campbell,MF,Elversberg,10230847,144,144,144.0,14.1,3987,3987,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7441,Campbell,MF,Elversberg,10230847,168,24,84.0,2.3,7974,3987,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7463,Onyeka,MF,Elversberg,10317054,139,139,139.0,13.5,4295,4295,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7463,Onyeka,MF,Elversberg,10317054,215,76,107.5,7.4,8591,4296,2,fit,,,,
1,2026-09-02T08:49:13+02:00,75,Drewes,TW,Dortmund,500000,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,75,Drewes,TW,Dortmund,500000,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7514,Le Joncour,ABW,Elversberg,1623889,20,20,20.0,12.3,855,855,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7514,Le Joncour,ABW,Elversberg,1623889,20,0,10.0,0.0,855,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7543,Moerstedt,ST,Hoffenheim,4610475,-75,-75,-75.0,-16.3,1634,1634,4,fit,,,,
2,2026-09-07T23:27:17+02:00,7543,Moerstedt,ST,Hoffenheim,4610475,-82,-7,-41.0,-1.5,3269,1635,4,fit,,,,
1,2026-09-02T08:49:13+02:00,755,Müller,TW,Schalke,1453001,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,755,Müller,TW,Schalke,1453001,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7616,ter Horst,ABW,Paderborn,9567785,143,143,143.0,14.9,5357,5357,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7616,ter Horst,ABW,Paderborn,9567785,181,38,90.5,4.0,10714,5357,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7673,Hajdari,ABW,Hoffenheim,14851314,56,56,56.0,3.8,5624,5624,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7673,Hajdari,ABW,Hoffenheim,14851314,45,-11,22.5,-0.7,11249,5625,2,fit,,,,
1,2026-09-02T08:49:13+02:00,7676,Rieder,MF,Augsburg,16400187,195,195,195.0,11.9,5334,5334,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7676,Rieder,MF,Augsburg,16400187,416,221,208.0,13.5,10669,5335,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7684,Aebischer,MF,Union Berlin,4536460,25,25,25.0,5.5,3965,3965,3,fit,,,,
2,2026-09-07T23:27:17+02:00,7684,Aebischer,MF,Union Berlin,4536460,19,-6,9.5,-1.3,7930,3965,3,fit,,,,
1,2026-09-02T08:49:13+02:00,7696,Labrović,TW,Augsburg,500000,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,7696,Labrović,TW,Augsburg,500000,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,7717,Prass,MF,Hoffenheim,1739208,0,0,0.0,0.0,0,0,5,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,7717,Prass,MF,Hoffenheim,1739208,0,0,0.0,0.0,0,0,5,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,7721,Grüll,MF,Bremen,7407142,127,127,127.0,17.1,5562,5562,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7721,Grüll,MF,Bremen,7407142,417,290,208.5,39.2,11124,5562,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7723,Querfeld,ABW,Union Berlin,14782003,257,257,257.0,17.4,6161,6161,3,fit,,,,
2,2026-09-07T23:27:17+02:00,7723,Querfeld,ABW,Union Berlin,14782003,257,0,128.5,0.0,6161,0,3,fit,,,,
1,2026-09-02T08:49:13+02:00,7737,Veerman,MF,Dortmund,16038763,36,36,36.0,2.2,2142,2142,3,fit,,,,
2,2026-09-07T23:27:17+02:00,7737,Veerman,MF,Dortmund,16038763,111,75,55.5,4.7,4284,2142,3,fit,,,,
1,2026-09-02T08:49:13+02:00,7745,Coufal,ABW,Hoffenheim,25619265,136,136,136.0,5.3,5878,5878,1,fit,,,,
2,2026-09-07T23:27:17+02:00,7745,Coufal,ABW,Hoffenheim,25619265,282,146,141.0,5.7,11756,5878,1,fit,,,,
1,2026-09-02T08:49:13+02:00,7750,Hranác,ABW,Hoffenheim,4712480,44,44,44.0,9.3,1782,1782,4,fit,,,,
2,2026-09-07T23:27:17+02:00,7750,Hranác,ABW,Hoffenheim,4712480,45,1,22.5,0.2,3564,1782,4,fit,,,,
1,2026-09-02T08:49:13+02:00,7774,Konoplia,ABW,M'gladbach,1497192,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
2,2026-09-07T23:27:17+02:00,7774,Konoplia,ABW,M'gladbach,1497192,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
1,2026-09-02T08:49:13+02:00,7781,Sauer,MF,Stuttgart,3580736,0,0,0.0,0.0,0,0,4,fit,,,,
2,2026-09-07T23:27:17+02:00,7781,Sauer,MF,Stuttgart,3580736,38,38,19.0,10.6,985,985,4,fit,,,,
1,2026-09-02T08:49:13+02:00,78,Hofmann,MF,Leverkusen,4042563,43,43,43.0,10.6,1881,1881,5,fit,gekauft,4200365,,
1,2026-09-02T08:49:13+02:00,7963,Quansah,ABW,Leverkusen,16931026,50,50,50.0,3.0,4077,4077,2,fit,,,,
2,2026-09-07T23:27:17+02:00,7963,Quansah,ABW,Leverkusen,16931026,247,197,123.5,11.6,8154,4077,2,fit,,,,
1,2026-09-02T08:49:13+02:00,8001,Lochoshvili,ABW,Köln,10890340,121,121,121.0,11.1,5753,5753,2,fit,,,,
2,2026-09-07T23:27:17+02:00,8001,Lochoshvili,ABW,Köln,10890340,152,31,76.0,2.8,11507,5754,2,fit,,,,
1,2026-09-02T08:49:13+02:00,8061,Bakayoko,ST,Leipzig,8167691,15,15,15.0,1.8,2677,2677,3,fit,,,,
2,2026-09-07T23:27:17+02:00,8061,Bakayoko,ST,Leipzig,8167691,48,33,24.0,4.0,5355,2678,3,fit,,,,
1,2026-09-02T08:49:13+02:00,8166,Chuki,MF,Bremen,7309272,19,19,19.0,2.6,5433,5433,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8166,Chuki,MF,Bremen,7309272,170,151,85.0,20.7,10866,5433,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8222,Sylla,ST,Schalke,8328943,21,21,21.0,2.5,5695,5695,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8222,Sylla,ST,Schalke,8328943,45,24,22.5,2.9,11390,5695,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8227,Vandevoordt,TW,Leipzig,17290593,187,187,187.0,10.8,5907,5907,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8227,Vandevoordt,TW,Leipzig,17290593,218,31,109.0,1.8,11814,5907,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8235,Gantenbein,ABW,Schalke,680873,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
2,2026-09-07T23:27:17+02:00,8235,Gantenbein,ABW,Schalke,680873,0,0,0.0,0.0,0,0,5,Aufbautraining,,,,
1,2026-09-02T08:49:13+02:00,8247,Hendriks,ABW,Stuttgart,9114997,32,32,32.0,3.5,3372,3372,3,fit,,,,
2,2026-09-07T23:27:17+02:00,8247,Hendriks,ABW,Stuttgart,9114997,-5,-37,-2.5,-4.1,6745,3373,3,fit,,,,
1,2026-09-02T08:49:13+02:00,8252,Krattenmacher,MF,Elversberg,2847035,13,13,13.0,4.6,1881,1881,4,fit,,,,
2,2026-09-07T23:27:17+02:00,8252,Krattenmacher,MF,Elversberg,2847035,288,275,144.0,96.6,3763,1882,4,fit,,,,
1,2026-09-02T08:49:13+02:00,8274,El Mala,MF,Köln,25272197,143,143,143.0,5.7,3976,3976,3,angeschlagen,,,,
2,2026-09-07T23:27:17+02:00,8274,El Mala,MF,Köln,25272197,143,0,71.5,0.0,3976,0,3,angeschlagen,,,,
1,2026-09-02T08:49:13+02:00,8277,Becker,ABW,Schalke,4477006,16,16,16.0,3.6,2735,2735,4,fit,,,,
2,2026-09-07T23:27:17+02:00,8277,Becker,ABW,Schalke,4477006,20,4,10.0,0.9,5471,2736,4,fit,,,,
1,2026-09-02T08:49:13+02:00,8289,Petersson,TW,Hoffenheim,500000,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,8289,Petersson,TW,Hoffenheim,500000,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,8292,Castañeda,MF,Paderborn,9669930,101,101,101.0,10.4,5727,5727,1,fit,gekauft,9800698,,
1,2026-09-02T08:49:13+02:00,8296,Schmahl,MF,Elversberg,2567702,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,8296,Schmahl,MF,Elversberg,2567702,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,8301,Sirch,ABW,Elversberg,2895141,10,10,10.0,3.5,876,876,4,fit,,,,
2,2026-09-07T23:27:17+02:00,8301,Sirch,ABW,Elversberg,2895141,35,25,17.5,8.6,1752,876,4,fit,,,,
1,2026-09-02T08:49:13+02:00,8307,Sano,MF,Mainz,18067224,133,133,133.0,7.4,5521,5521,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8307,Sano,MF,Mainz,18067224,313,180,156.5,10.0,11042,5521,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8329,Olise,MF,Bayern,65047096,249,249,249.0,3.8,3998,3998,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8329,Olise,MF,Bayern,65047096,374,125,187.0,1.9,7997,3999,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8351,Højlund,MF,Frankfurt,4490766,1,1,1.0,0.2,945,945,3,fit,,,,
2,2026-09-07T23:27:17+02:00,8351,Højlund,MF,Frankfurt,4490766,1,0,0.5,0.0,945,0,3,fit,,,,
1,2026-09-02T08:49:13+02:00,8355,Banks,ABW,Augsburg,9805565,145,145,145.0,14.8,5655,5655,1,fit,,,,
2,2026-09-07T23:27:17+02:00,8355,Banks,ABW,Augsburg,9805565,275,130,137.5,13.3,11311,5656,1,fit,,,,
1,2026-09-02T08:49:13+02:00,8363,Yilmaz,ABW,Freiburg,3622687,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,8363,Yilmaz,ABW,Freiburg,3622687,24,24,12.0,6.6,780,780,5,fit,,,,
1,2026-09-02T08:49:13+02:00,8364,Ogbus,ABW,Freiburg,3461410,0,0,0.0,0.0,0,0,5,fit,,,,
2,2026-09-07T23:27:17+02:00,8364,Ogbus,ABW,Freiburg,3461410,0,0,0.0,0.0,0,0,5,fit,,,,
1,2026-09-02T08:49:13+02:00,8367,Sambi Lokonga,MF,Hamburg,9541928,44,44,44.0,4.6,5806,5806,3,angeschlagen,,,,
